Computed reward for each iterations     &    depth of the search
15883     0.9855     6
15884     0.9850     4
15885     0.9293     3
15886     0.9758     5
15887     0.9324     4
15888     0.9237     4
15889     0.9968     5
15890     0.9116     3
15891     0.9818     6
15892     0.8502     4
15893     0.9584     6
15894     0.9731     4
15895     1.0000     5
15896     0.9627     2
15897     0.9858     5
15898     0.9080     4
15899     0.9903     5
15900     0.9244     2
15901     0.9933     6
15902     0.9684     3
15903     0.9968     5
15904     0.9819     3
15905     0.9116     3
15906     0.9647     4
15907     0.9869     4
15908     0.9756     5
15909     0.9806     5
15910     0.9908     5
15911     0.9627     2
15912     0.9750     6
15913     0.9615     4
15914     0.8857     4
15915     0.9343     4
15916     0.9601     5
15917     0.9824     5
15918     0.9116     3
15919     0.9584     3
15920     0.9503     3
15921     0.9630     4
15922     0.9952     6
15923     0.9263     3
15924     0.9878     4
15925     0.8431     2
15926     0.9810     5
15927     0.9731     4
15928     0.9858     5
15929     0.8653     4
15930     0.9818     6
15931     0.9812     4
15932     0.9819     3
15933     0.9471     5
15934     0.8231     1
15935     0.9711     3
15936     0.8622     3
15937     0.9655     4
15938     0.9116     3
15939     0.9627     2
15940     0.9855     5
15941     0.9807     4
15942     0.9247     4
15943     0.9244     2
15944     0.9739     3
15945     0.9852     7
15946     0.9861     4
15947     0.9116     3
15948     0.9581     4
15949     1.0000     5
15950     0.9858     5
15951     0.9968     5
15952     0.9887     4
15953     0.8961     4
15954     0.9869     4
15955     1.0000     6
15956     0.8766     4
15957     0.9966     6
15958     0.9731     4
15959     0.9581     4
15960     0.9806     5
15961     0.9754     5
15962     0.9627     2
15963     0.9567     3
15964     0.9742     3
15965     0.9819     3
15966     0.8070     2
15967     0.9965     6
15968     0.9684     3
15969     0.9858     5
15970     0.9116     3
15971     0.9818     6
15972     0.9293     3
15973     0.9819     3
15974     0.9830     5
15975     0.9908     5
15976     0.9632     4
15977     0.9833     6
15978     0.9673     4
15979     0.9903     5
15980     0.9244     2
15981     0.9878     4
15982     0.9565     4
15983     0.9318     4
15984     0.8800     4
15985     0.9116     3
15986     0.9739     3
15987     0.9343     4
15988     0.9920     5
15989     0.8717     4
15990     0.9627     2
15991     0.9679     6
15992     0.9608     7
15993     0.9731     4
15994     0.9861     4
15995     0.9116     3
15996     0.9846     3
15997     0.8814     4
15998     0.9647     4
15999     0.9983     6
16000     0.9819     3
16001     0.9343     3
16002     0.9627     2
16003     0.9904     6
16004     0.9356     4
16005     0.9835     4
16006     0.9684     3
16007     0.9885     6
16008     0.9908     5
16009     0.9918     5
16010     0.9721     4
16011     0.9116     3
16012     1.0000     6
16013     0.9806     5
16014     0.9920     5
16015     0.9873     3
16016     0.8231     1
16017     0.9847     3
16018     0.9836     3
16019     0.9818     6
16020     0.9287     5
16021     0.9525     4
16022     0.8558     3
16023     0.9244     2
16024     0.8647     4
16025     0.9615     5
16026     0.9731     4
16027     0.8766     4
16028     0.9858     5
16029     0.9627     2
16030     0.9116     3
16031     0.9819     3
16032     0.9124     4
16033     0.9872     5
16034     0.9733     4
16035     0.9968     5
16036     0.9869     4
16037     0.9739     3
16038     0.9908     5
16039     0.9861     4
16040     0.9812     4
16041     0.9833     6
16042     0.9920     4
16043     0.9856     6
16044     0.9167     4
16045     0.9116     3
16046     0.9819     3
16047     0.9507     4
16048     0.9684     3
16049     0.9858     5
16050     0.9858     5
16051     0.9195     4
16052     0.9846     3
16053     0.9627     2
16054     0.9583     6
16055     0.9835     4
16056     0.9818     6
16057     0.9244     2
16058     0.9267     3
16059     0.9908     5
16060     0.9116     3
16061     0.9920     5
16062     0.9731     4
16063     0.9919     3
16064     0.8831     3
16065     0.9775     5
16066     0.9775     6
16067     0.9806     5
16068     0.9739     3
16069     0.8670     4
16070     0.9647     4
16071     0.9680     5
16072     0.9675     7
16073     0.9869     4
16074     0.9627     2
16075     0.9873     3
16076     0.9356     4
16077     0.9116     3
16078     0.9858     5
16079     0.8301     4
16080     0.9388     4
16081     0.9614     6
16082     0.9887     4
16083     0.9920     5
16084     0.9731     4
16085     0.9293     3
16086     0.9684     3
16087     0.9819     3
16088     0.9873     3
16089     0.9116     3
16090     0.9965     6
16091     0.9908     5
16092     0.9861     4
16093     0.9886     2
16094     0.8676     2
16095     0.7532     2
16096     0.9533     2
16097     0.8937     2
16098     0.7565     2
16099     0.8526     2
16100     0.9631     2
16101     0.8112     2
16102     0.8325     2
16103     0.6700     2
16104     0.7472     2
16105     0.8013     2
16106     0.9643     2
16107     0.7279     2
16108     0.8213     2
16109     0.8857     2
16110     0.8429     2
16111     0.8785     2
16112     0.8167     2
16113     0.8052     2
16114     0.9887     2
16115     0.9667     2
16116     0.8253     2
16117     0.8685     2
16118     0.9034     2
16119     0.8669     2
16120     0.8588     2
16121     0.7816     2
16122     0.8510     2
16123     0.8474     2
16124     0.7370     2
16125     0.5608     1
16126     0.6795     2
16127     0.9919     2
16128     0.8030     2
16129     0.9754     2
16130     0.7825     2
16131     0.8112     2
16132     0.8293     2
16133     0.5056     1
16134     0.7971     2
16135     0.9327     2
16136     0.8615     2
16137     0.8900     2
16138     0.9497     2
16139     0.9212     2
16140     0.8761     2
16141     0.7317     2
16142     0.7833     2
16143     0.7662     2
16144     0.9984     2
16145     0.8645     2
16146     0.7825     2
16147     0.8349     2
16148     0.8351     2
16149     0.9017     2
16150     0.9340     2
16151     0.9456     2
16152     0.8112     2
16153     0.9663     2
16154     0.8133     2
16155     0.8205     2
16156     0.7697     2
16157     0.7907     2
16158     0.9420     2
16159     0.8357     2
16160     0.7810     2
16161     0.8293     2
16162     0.8750     2
16163     0.9080     2
16164     0.8000     2
16165     0.7683     2
16166     0.8576     2
16167     0.8867     2
16168     0.8846     2
16169     0.8583     2
16170     0.7872     2
16171     0.9920     3
16172     0.9740     3
16173     0.9481     3
16174     0.9391     3
16175     1.0000     3
16176     0.9408     3
16177     0.9867     3
16178     0.9481     3
16179     0.9472     3
16180     0.9776     3
16181     0.9934     3
16182     0.9758     3
16183     0.9392     3
16184     0.9343     3
16185     0.9750     3
16186     0.9639     3
16187     0.9696     3
16188     0.9545     3
16189     0.9850     3
16190     0.9452     3
16191     0.9440     3
16192     0.9984     3
16193     0.9733     3
16194     0.9615     3
16195     0.9773     3
16196     0.9533     3
16197     0.8472     2
16198     0.9805     3
16199     0.9647     3
16200     0.9704     3
16201     0.8472     2
16202     0.7307     1
16203     0.9427     3
16204     0.9583     3
16205     0.9647     3
16206     0.8472     2
16207     0.8231     2
16208     1.0000     3
16209     0.9967     3
16210     0.9883     3
16211     0.8472     2
16212     0.9721     3
16213     0.9885     3
16214     0.9627     3
16215     0.9933     3
16216     0.8472     2
16217     0.9737     2
16218     0.7981     2
16219     0.9728     3
16220     0.9221     3
16221     0.9943     3
16222     0.8472     2
16223     0.8588     2
16224     0.9936     3
16225     0.9483     3
16226     0.9308     3
16227     0.8472     2
16228     0.9130     2
16229     0.9700     3
16230     0.9416     4
16231     0.9823     2
16232     0.8442     2
16233     0.9700     3
16234     0.9936     4
16235     0.9700     3
16236     0.9888     4
16237     0.9869     3
16238     0.9935     4
16239     0.9567     3
16240     0.9700     3
16241     0.9679     4
16242     0.8425     2
16243     0.9700     3
16244     0.9871     3
16245     0.9919     4
16246     0.9700     3
16247     0.9050     3
16248     0.9696     4
16249     0.9700     3
16250     0.9808     4
16251     0.9888     4
16252     0.9700     3
16253     0.9839     3
16254     0.9667     4
16255     0.9168     3
16256     0.9767     4
16257     0.9794     3
16258     0.8425     2
16259     0.9696     4
16260     0.9792     4
16261     0.9817     3
16262     0.9967     4
16263     0.9794     3
16264     0.9704     4
16265     0.9721     3
16266     0.9936     4
16267     0.9823     4
16268     0.9653     3
16269     0.9794     3
16270     1.0000     4
16271     0.9933     4
16272     0.9653     3
16273     0.9903     4
16274     0.9794     3
16275     0.9583     4
16276     0.9653     3
16277     0.8425     2
16278     0.9864     4
16279     0.9391     4
16280     0.9794     3
16281     0.9653     3
16282     1.0000     4
16283     0.9653     3
16284     0.9565     4
16285     0.9984     4
16286     0.9794     3
16287     0.9653     3
16288     0.9871     4
16289     0.9984     4
16290     0.9663     4
16291     0.9653     3
16292     0.9794     3
16293     0.9869     4
16294     0.9805     4
16295     0.8425     2
16296     0.9653     3
16297     0.9517     4
16298     0.9794     3
16299     0.9653     3
16300     0.9871     4
16301     0.9935     4
16302     0.9794     3
16303     0.9653     3
16304     0.9700     3
16305     0.9887     4
16306     0.9854     4
16307     0.9653     3
16308     0.9794     3
16309     0.9700     3
16310     0.9936     4
16311     0.9653     3
16312     0.9678     4
16313     0.9794     3
16314     0.8425     2
16315     0.9653     3
16316     0.9840     4
16317     0.9700     3
16318     0.9794     3
16319     0.9653     3
16320     0.9667     4
16321     0.9712     4
16322     0.9776     4
16323     0.9700     3
16324     0.9794     3
16325     0.9867     4
16326     0.9750     4
16327     0.9903     4
16328     1.0000     4
16329     0.9794     3
16330     0.9700     3
16331     1.0000     4
16332     0.9872     4
16333     0.8425     2
16334     0.9951     4
16335     0.9920     4
16336     0.9794     3
16337     0.9533     4
16338     0.9700     3
16339     0.9762     4
16340     0.9898     4
16341     0.9936     4
16342     0.9794     3
16343     1.0000     4
16344     0.9700     3
16345     0.9950     4
16346     0.9919     4
16347     0.9968     4
16348     0.9794     3
16349     0.9936     4
16350     0.9700     3
16351     0.9436     4
16352     0.9488     4
16353     0.9872     4
16354     0.8425     2
16355     0.9794     3
16356     0.9824     4
16357     0.9952     4
16358     0.9983     4
16359     0.9903     4
16360     0.9700     3
16361     0.9794     3
16362     0.9968     4
16363     0.9904     4
16364     0.9936     4
16365     0.9562     3
16366     0.9856     3
16367     0.9247     3
16368     0.9253     3
16369     0.9709     3
16370     0.9903     3
16371     0.8910     3
16372     0.9327     3
16373     0.9372     3
16374     0.9503     3
16375     0.9264     3
16376     0.9904     3
16377     0.9114     3
16378     0.9647     3
16379     0.9724     3
16380     0.9407     3
16381     0.9639     3
16382     0.9744     3
16383     0.8830     3
16384     0.9497     3
16385     0.9852     3
16386     0.9833     3
16387     0.9808     3
16388     0.9120     3
16389     0.9855     3
16390     0.9968     3
16391     0.9756     3
16392     0.9934     3
16393     0.9750     3
16394     0.9087     3
16395     0.9455     3
16396     0.9237     3
16397     0.9740     3
16398     0.9678     3
16399     0.9823     3
16400     0.9581     3
16401     0.8526     3
16402     0.8812     3
16403     0.9824     3
16404     0.9968     3
16405     0.9008     3
16406     0.9984     3
16407     0.9717     3
16408     0.9983     3
16409     0.9696     3
16410     0.9221     3
16411     0.9269     3
16412     0.9835     3
16413     0.9792     3
16414     0.9211     3
16415     0.8391     1
16416     0.9630     3
16417     0.9696     3
16418     0.9888     3
16419     0.9711     3
16420     0.9758     3
16421     0.9833     4
16422     0.9581     4
16423     0.9883     3
16424     0.9114     3
16425     0.8921     3
16426     0.8713     3
16427     0.8590     3
16428     0.9507     1
16429     0.5472     1
16430     0.9066     3
16431     0.8713     3
16432     0.9813     7
16433     0.8429     4
16434     0.8393     3
16435     0.9943     4
16436     0.9604     3
16437     0.8713     3
16438     0.9833     6
16439     0.9617     3
16440     0.9731     4
16441     0.9792     4
