
Search Tree T:

Address   Features                             T_F    N_final
 0036481    0011000000000010000000110100000      0001     0
 0036482    1100000000000000100010110000000      0004     1
 0036483    0101000000000000101000010000000      0001     0
 0036484    0100000010000000000000110011000      0001     0
 0036485    0100000001000000000010000000110      0001     0
 0036486    0100000010000010000000100000000      0008     2
 0036487    0101000000010000000000000100000      0001     0
 0036488    0101000000000100001000000000100      0001     0
 0036489    0110000000000100000010000000100      0001     0
 0036490    0101000000000000000011000010000      0001     1
 0036491    1100000000010001000000111000000      0001     0
 0036492    0110000000000001000010000000000      0001     0
 0036493    0010000001100000000010000000000      0001     0
 0036494    0000000001010001000000100000100      0001     0
 0036495    0000000001010000000000100100000      0009     2
 0036496    0011100000000000100000011000000      0002     0
 0036497    0001010000000000000011011000000      0001     0
 0036498    0011100010000000000000011000000      0001     0
 0036499    0000000000100000000010011010000      0001     0
 0036500    0010000000000000000011010001100      0001     0
 0036501    0000000001100000000011010000010      0001     0
 0036502    0001100000000000000000000010010      0001     0
 0036503    0000001100000000000010100010010      0001     0
 0036504    0001000110000001000010100000000      0001     0
 0036505    0001100000100000000000100000010      0002     2
 0036506    0000000000110001000000110000010      0001     0
 0036507    0000101000100000000100110000000      0001     0
 0036508    0000000000001000100000110000100      0003     1
 0036509    1001001000000100000010100000000      0004     1
 0036510    1001100000101000000000100000000      0001     0
 0036511    1000000100000000010001100000000      0004     1
 0036512    0010000100000000000000100000000      0004     0
 0036513    1000000000000000000001001010000      0002     0
 0036514    0000010100000000000010000010000      0001     0
 0036515    0000000000010000000101110010100      0001     0
 0036516    0000010000100100000010101000000      0001     0
 0036517    0000100000100000000000110000100      0003     1
 0036518    0000000000001101000000111000000      0001     0
 0036519    1100000000000100000010100000000      0002     0
 0036520    0000100000100100000000110000000      0002     0
 0036521    0000000000101000000100110100000      0001     0
 0036522    0001000001000000000001111100000      0001     0
 0036523    0001000000100001000000100000010      0002     0
 0036524    0001000000000010100000100001000      0002     0
 0036525    0000000001001000010000111000000      0001     0
 0036526    0000100000100000000001110000100      0001     0
 0036527    1000000000001000001110000000000      0001     0
 0036528    1000100000000000000010100100000      0001     0
 0036529    1000000001000000000011110000100      0001     0
 0036530    1100000000000001000010010100000      0001     0
 0036531    1000000000000000010010101000000      0005     2
 0036532    1001100000000010000000000000010      0001     0
 0036533    1001000000000000000100010000010      0001     0
 0036534    1000000100000000001001000000000      0001     0
 0036535    1100001000100000000010110000000      0001     0
 0036536    1000000000001000000001100001000      0003     1
 0036537    1001000001000000000011000000000      0001     0
 0036538    1001000000000010000000100100000      0004     1
 0036539    1001000000000001000000000000110      0001     0
 0036540    1001000010000000000100100100000      0001     0
 0036541    1000001000000000010010010000000      0001     0
 0036542    1000000000000000010001000010000      0001     0
 0036543    0000001100001000000010000000000      0002     0
 0036544    0000000100000000010000000000010      0001     0
 0036545    0001010000000100000000100110000      0002     0
 0036546    1010100000000000000000000110000      0001     0
 0036547    1110000000000000000000001000000      0001     1
 0036548    0010010001000000000010100001000      0001     0
 0036549    1010000000000100000000001001000      0001     0
 0036550    0001000010000000000100000001000      0001     0
 0036551    0100000100000000001001110000000      0001     1
 0036552    0001010010000000010000010000000      0001     0
 0036553    1000000000000001000010010001000      0001     0
 0036554    0001000100000000100101100000000      0001     0
 0036555    0000010100001001000000110000000      0001     0
 0036556    0000100000000000110000110000000      0002     0
 0036557    0000100000001000010000110000000      0003     1
 0036558    0000010000010010000010000001000      0001     0
 0036559    0001000001000000000000000001100      0001     0
 0036560    0100100000000100000001010000000      0001     0
 0036561    0001100000000000000010101010000      0001     0
 0036562    0001100000100000000000010000100      0001     1
 0036563    0001101001000000000001000000000      0001     0
 0036564    0000100000000001000100100000000      0008     2
 0036565    1011100000000100000011110000000      0001     0
 0036566    0000100000000000100000010000100      0002     0
 0036567    0000100000000000000010000010100      0001     0
 0036568    0101100000000100000000000000000      0002     0
 0036569    0000100000000010100100100000000      0001     0
 0036570    0000100000001000000000000000000      0002     0
 0036571    0111000000000000000100100000000      0002     0
 0036572    0011010000000000000000010100000      0001     0
 0036573    0000100100000000000011000010000      0001     0
 0036574    0001010100000000000100000000000      0002     0
 0036575    0001000100000110000000110000000      0002     0
 0036576    0001000100000100000001010000010      0001     1
 0036577    0001000100000000000001100011000      0001     0
 0036578    1000000100000000100010110000000      0002     0
 0036579    0000001100000000000110000000000      0001     1
 0036580    0011000101000000001000100000000      0001     0
 0036581    0001000100000000000100000000010      0001     0
 0036582    0001000100001000100001010000000      0002     0
 0036583    1000000101000000000001000000000      0001     0
 0036584    0000000100000010000000000000100      0001     0
 0036585    0000000100000100000010000000100      0001     0
 0036586    0001010000000000000000001000010      0001     1
 0036587    0000000100100000000011000000000      0002     0
 0036588    0001000111000000000000000000010      0001     0
 0036589    0001001000010000000000010000010      0001     0
 0036590    0100000000000000000010100010100      0001     0
 0036591    0000011001000001000000000000000      0001     1
 0036592    0000010011000001000000100000000      0001     0
 0036593    0001001001000000000000000000010      0001     0
 0036594    0000000001000000010000000000000      0002     0
 0036595    0000000000100000001011000000000      0002     0
 0036596    0100001000000000000011010000000      0003     1
 0036597    0001000000001000010001010000100      0001     0
 0036598    0000000010111000000000100100000      0001     0
 0036599    1000000100001000000011100000000      0001     0
 0036600    0001001100001010000000110000000      0001     0
 0036601    0000000000010010000000000000010      0001     0
 0036602    1000100100000000000010101000000      0001     0
 0036603    1001000000000000000111000000000      0001     0
 0036604    1000010000110000000010100000000      0001     0
 0036605    1001000000000000001000010001100      0001     0
 0036606    1000000000000000100110010010000      0001     0
 0036607    1000000000000000000110010000100      0001     0
 0036608    0001000100000101000000000000000      0001     0
 0036609    0001000000000100000001010100000      0002     0
 0036610    0000000000000100000010000011000      0001     0
 0036611    0000000000000100010000100000100      0009     1
 0036612    0001001000000110000000000000000      0002     0
 0036613    0001010000000100000000001000000      0002     2
 0036614    0000000001001100000000100000010      0001     0
 0036615    0000000010000100100010000000000      0002     0
 0036616    0001000000000100010000010001000      0001     0
 0036617    0001010000001100000000000000000      0001     0
 0036618    0001000100000100000000000001000      0001     0
 0036619    0001000000100100000000001000000      0001     0
 0036620    0000000000000100000011000000100      0001     0
 0036621    0000000000000000110000000000100      0004     0
 0036622    1001000000000000001000010000100      0001     0
 0036623    0000001000000000000001000000100      0001     1
 0036624    0001000001000000100000010001000      0001     0
 0036625    0000010000100000010010000000000      0001     0
 0036626    0001000100000000001101000000000      0001     0
 0036627    0001000000001000000001110000100      0003     1
 0036628    0001100000010000000001000000000      0001     0
 0036629    1001000000000001000011000000000      0001     0
 0036630    0011001100000000000001110000000      0001     0
 0036631    1001000000000100000000011000000      0002     0
 0036632    0001000000000000010001010000100      0001     0
 0036633    0001000001000001000001000000000      0002     0
 0036634    0001000000000100000101011000000      0001     0
 0036635    1001001000000000001010000000000      0001     0
 0036636    0001001000000000000010000000000      0001     0
 0036637    0001100000000000000101000000100      0001     1
 0036638    0001000000010000010001000000010      0001     0
 0036639    1101100000000000000010110001000      0001     0
 0036640    1001000000010001000000100000000      0005     1
 0036641    0001000000000000000001000010100      0004     0
 0036642    1001000000001010000000000010000      0001     0
 0036643    0001000000000000010001000001000      0004     0
 0036644    0001000010000000000101000000000      0001     0
 0036645    0001100000000000000001011000000      0004     1
 0036646    0001000010100000000001000000010      0001     0
 0036647    0111000001010000000000000000000      0001     0
 0036648    0011000010000100000001110000000      0002     0
 0036649    1001000000000000000000100010100      0005     2
 0036650    0001000000000000100001001001100      0001     1
 0036651    0001000010010010000001000000000      0001     0
 0036652    0001000000000100000001100000010      0004     1
 0036653    0001000000000001000001001000000      0001     0
 0036654    0001000000000000001001100001000      0001     1
 0036655    1001001010000100000010100000000      0001     0
 0036656    0001000010000000000001010000010      0001     1
 0036657    0011000001000000000011100010000      0001     0
 0036658    0101000000001000000001000000000      0002     0
 0036659    1101000000000000010000100000010      0001     0
 0036660    0001000000100000100101110000000      0001     0
 0036661    1001001011000000000000110000000      0001     0
 0036662    0101000000000000001001000000000      0001     0
 0036663    1001100100000000000000100000000      0001     0
 0036664    0001000000010000100001000000000      0002     0
 0036665    0011000000000000000101001000000      0001     0
 0036666    1001000000100000000000100000100      0001     0
 0036667    0001001000001000000001110010000      0001     0
 0036668    0101000000000000001010100000000      0004     1
 0036669    0011100000000000000000110000010      0003     1
 0036670    0001000000000000000101000001000      0002     0
 0036671    0001001000000001000001000000000      0003     0
 0036672    0001100000000001001001100010000      0001     0
 0036673    0011000001100000000011110000000      0001     0
 0036674    0001000000010000100001000010000      0001     0
 0036675    0011000000001000001000100000000      0003     1
 0036676    0001000001001000000001000000100      0001     0
 0036677    0101000001000000000101000000000      0001     0
 0036678    0011000000100100000000000000010      0001     0
 0036679    1001000000000011000000010000100      0001     0
 0036680    1001100000000000010000100000000      0005     1
 0036681    0001000001000001010001000000000      0001     0
 0036682    0001001000000000000001000001010      0001     1
 0036683    0101100000000000000001000000000      0003     0
 0036684    0011000000010000000001110000000      0004     1
 0036685    1001000000100000000011110010000      0002     0
 0036686    0011000010000001000000010010000      0001     1
 0036687    1001000000000000000011110000100      0007     2
 0036688    1001000000000000100000011000010      0001     0
 0036689    0001000100000000000001000000100      0001     0
 0036690    0001000010000000000001000100000      0002     0
 0036691    0001010000000000101001100000000      0001     0
 0036692    0001000000011000001000001000000      0001     0
 0036693    1001000000000000100000100000010      0004     1
 0036694    0001001000000000010001010010000      0001     0
 0036695    0011000000010000000000011000000      0001     0
 0036696    0100000000000000000011011000000      0003     1
 0036697    0000100000000000000010000001010      0001     0
 0036698    0101101000000000000000110000000      0001     0
 0036699    0000100000000010110000010000000      0001     0
 0036700    0000100000100000000000000000000      0002     2
 0036701    0001000000000000000000100001110      0002     0
 0036702    1001000000000000100000100000100      0001     0
 0036703    0001000101000000001001100000000      0001     0
 0036704    0100000000000000010000011001000      0001     0
 0036705    0011000001000000100011110000000      0001     0
 0036706    1101000000000000010010110000000      0003     1
 0036707    0001000000100010000000010100000      0001     0
 0036708    0010010000000000100000110100000      0001     0
 0036709    0000010000000000110000110000000      0004     1
 0036710    0000000000001000000100111000000      0004     1
 0036711    0000000010001001000001010000000      0001     0
 0036712    0101000001000000000011110000000      0002     0
 0036713    0010000100000000000001010010000      0001     0
 0036714    0011100000000001000011110000000      0001     0
 0036715    1001000000010000001000011000000      0001     0
 0036716    0001000011100000000000010000000      0001     0
 0036717    0001001000000100000000110001000      0001     0
 0036718    0001000000001000010001110000000      0003     1
 0036719    1000000001100010000000110000000      0001     0
 0036720    0100000000000001100000110100000      0001     1
 0036721    0000000000100100010000110000000      0002     0
 0036722    1000000100000000100001000010000      0001     0
 0036723    1000010000000000100000010000100      0001     0
 0036724    0100010000100000000010010000000      0001     0
 0036725    1001011000100000000000110000000      0001     0
 0036726    1001000000000000010011010000000      0003     1
 0036727    1100000000000100000010010000000      0001     0
 0036728    0001000000000001000001000000100      0002     0
 0036729    0001000010010000001000000000000      0001     0
 0036730    1011000000000000000010001000000      0001     0
 0036731    1001000000000100000011100000000      0007     2
 0036732    1000010000000000000001000100000      0001     0
 0036733    1001000010000000000011010000000      0004     1
 0036734    1010000001010000000000000001000      0001     0
 0036735    1010000000000000000010000000000      0001     0
 0036736    0000000010000000010011000000000      0001     0
 0036737    0001100000000000000011000010000      0001     0
 0036738    1001010000000000010010010000000      0001     0
 0036739    0100010000000001000011000000000      0001     0
 0036740    0000010000000000000011000100000      0001     0
 0036741    1000000000000001000010011000100      0001     0
 0036742    0000000000000000010011000100100      0001     0
 0036743    0001000000000000000001001000010      0001     0
 0036744    0001100000000000000101010000000      0003     1
 0036745    0011001000001001000000010000000      0001     0
 0036746    1001000000000000100000111000000      0003     1
 0036747    0000000000010001011000000000000      0001     0
 0036748    0001001100010000000000000010000      0001     1
 0036749    0100001000101000000000110000000      0001     0
 0036750    0100000000000000000000110100100      0003     1
 0036751    0011010000000000000000100000010      0003     1
 0036752    1000000000000000000011110100000      0006     2
 0036753    0100000100100100000000110000000      0001     0
 0036754    0000010001010000000000110000000      0003     1
 0036755    0001000000001010000000100100000      0001     0
 0036756    0100000000000100001000111000000      0001     0
 0036757    0000000000100000000010100101000      0002     0
 0036758    0001001000000000000001110000100      0004     1
 0036759    0001000000000000000000101010010      0002     0
 0036760    0001000000000010001010100000010      0001     0
 0036761    0000000100010000011000110000000      0001     0
 0036762    0101000001000000000000100000100      0002     0
 0036763    1101000000000000000000100100000      0001     0
 0036764    0000000000001000011000110000000      0003     1
 0036765    0101010001000000000000100000000      0002     0
 0036766    0000010000000010000000110100000      0002     0
 0036767    1100000000010001000000100000000      0001     0
 0036768    0001000000010100011000000000000      0001     0
 0036769    0001000000011000010000000000000      0001     0
 0036770    0000010000010000010000000000100      0001     0
 0036771    0001000000100000011000100001000      0001     0
 0036772    0000000010100000100000100110000      0001     0
 0036773    0000000010000000100000010000010      0003     0
 0036774    0000000010010000000000100000010      0010     2
 0036775    1000001010000000000010100000000      0004     1
 0036776    0001000010000000010100010000000      0001     0
 0036777    0001000010000000000100000100000      0001     0
 0036778    0001000011000000001000000000000      0001     0
 0036779    0101001010000000000000010000000      0002     0
 0036780    0000110010000000000000100000000      0006     1
 0036781    0001001010000000000100000000100      0001     0
 0036782    0000001010000000000011000000000      0002     0
 0036783    0001001010100000000001010000000      0001     0
 0036784    0001000010010000000000000000010      0001     0
 0036785    0001000100100010000001000000000      0001     1
 0036786    0001100001000000000001010010000      0001     0
 0036787    0010000000000000100010010001000      0001     0
 0036788    0000011000000000001010000010000      0001     0
 0036789    1010001000000000000000011000000      0002     2
 0036790    0000001001001000000010000000000      0001     0
 0036791    1000000001000000000010010000100      0001     0
 0036792    0010101000010000000010000000000      0001     0
 0036793    0011010000000000000000000011000      0001     0
 0036794    0011001100000000000010000000000      0001     0
 0036795    0010000010000010001010000000000      0001     0
 0036796    0010000000000000000111010000010      0001     0
 0036797    1111000000000001000000000000000      0001     0
 0036798    1011000000000000100000010001000      0001     0
 0036799    0011000000000010000000011000000      0003     1
 0036800    0011000000000100100000010100000      0001     0
 0036801    0010000000000000100001101000000      0001     0
 0036802    1001000000000000000010010101000      0001     0
 0036803    0000000000010000000010110101000      0001     0
 0036804    0101000001000000000000010001000      0002     0
 0036805    0101010000000010000000010000000      0001     0
 0036806    1001000000000000000011111001000      0001     0
 0036807    0000000001000010100000010000000      0005     1
 0036808    1000010000000011000001010000000      0001     0
 0036809    0110000000000001000000000000100      0001     0
 0036810    0000000000000101010000100000000      0010     1
 0036811    0100000000000001100000100000000      0008     1
 0036812    0000000000000101000000010100010      0001     0
 0036813    0000000000000110000000000000000      0002     2
 0036814    0000000100001000000010111010000      0001     0
 0036815    0001010000000000000000000010100      0001     0
 0036816    0001000100000011000000010000010      0001     0
 0036817    0000000010000000000001010000000      0001     0
 0036818    0101000000100100000000100000000      0001     0
 0036819    0001000000110010000000000000000      0001     0
 0036820    0001000010000000100001000010000      0001     0
 0036821    0000000000000000100010010110000      0001     1
 0036822    0001000010000000000000101010000      0001     0
 0036823    1000000000000000010010110010000      0004     1
 0036824    0001000000000100000000000110000      0001     0
 0036825    0101000000000000000000001010000      0001     0
 0036826    0000000000100000000110000010000      0002     0
 0036827    0010000010000100000010100010000      0001     0
 0036828    0001000010101000000000001000000      0001     0
 0036829    0011000000000010100000110000000      0002     0
 0036830    0001000000000000011000000001000      0001     0
 0036831    0001000100010000000001010001000      0001     0
 0036832    0000000010100000100000110000000      0003     1
 0036833    0001000000101000000100000000000      0001     0
 0036834    0001100001100000000000000000010      0001     0
 0036835    1010000000101000000000110000000      0002     0
 0036836    0001000010000000000000110001100      0001     1
 0036837    0001001000000010000000111000000      0001     0
 0036838    0101000000001000000000100110000      0001     0
 0036839    0001000000000001000100000100000      0001     0
 0036840    0001000000010000000000011100000      0001     1
 0036841    0000000000000100000010100100100      0001     0
 0036842    1001000000000000000010101100000      0001     1
 0036843    0100000000000000000010001100000      0001     0
 0036844    0001000100000000100000010100000      0002     2
 0036845    0001000000000101000000000100000      0001     0
 0036846    0000000000100010000000000100000      0001     0
 0036847    1000000010010000000010100000000      0004     1
 0036848    0001001000010000000001010000100      0001     0
 0036849    0001000000011001000000000000000      0001     0
 0036850    0001000100001000000000100000010      0002     0
 0036851    0001000000000000100101100000000      0003     1
 0036852    0001000000000100000001000001000      0004     1
 0036853    1001000000000000010010100010000      0004     1
 0036854    0001010000100000000011111000000      0001     0
 0036855    0001000000100000000010000000000      0001     0
 0036856    0000011010000000000011010000000      0001     0
 0036857    0000000100000000010011000000000      0001     0
 0036858    0000000000000000000011011001010      0001     0
 0036859    0000000100000000000010001010000      0001     0
 0036860    0000001000001000000100101000000      0001     0
 0036861    0000000000001000000000001000000      0002     0
 0036862    1101000000000010000010010000000      0001     0
 0036863    0001000100000000000001101010000      0001     0
 0036864    1001000000000100100000010000010      0001     0
 0036865    0001000100100000010001000000000      0001     0
 0036866    0101000000000000100000100000000      0001     0
 0036867    0100000000000000110000010000000      0001     0
 0036868    0011000010000000000011100000000      0005     2
 0036869    0111000000000000000100110000000      0001     0
 0036870    0000010000001011000000010000000      0001     0
 0036871    0001000000001001100001100000000      0001     0
 0036872    0111000000000000000011100000010      0001     0
 0036873    1110000000000010000000000000000      0001     0
 0036874    0010000000100000001010000001000      0001     0
 0036875    0011000000000010000000000000100      0002     0
 0036876    0011010001000000001000100000000      0001     0
 0036877    0001000000100000000000000111000      0001     0
 0036878    0011010000000000100010000000000      0001     0
 0036879    0001000100010001000001100000000      0001     0
 0036880    0001010100000000000100000001000      0001     0
 0036881    1001100000001000000000110000000      0004     1
 0036882    0010000010010000000000011010000      0001     0
 0036883    0001000010100010000000000000000      0001     1
 0036884    0000100000001000100100100000000      0001     0
 0036885    0001010011000010000000110000000      0001     0
 0036886    1000100000000000000001000100000      0001     0
 0036887    1001000000000000000000010000110      0001     0
 0036888    1001001000000000000011111000000      0002     0
 0036889    1000010100000000000010100000000      0003     1
 0036890    0011000000000010000010110010000      0001     1
 0036891    0001000000001000000000111010000      0001     0
 0036892    1100000000000000001010110000000      0001     0
 0036893    1001010010000000000000100000000      0003     1
 0036894    0000100001100010000000100000000      0001     0
 0036895    0111010010000000000000100010000      0001     0
 0036896    0101000100000000000000111000000      0001     0
 0036897    0001000000000000001000101010000      0002     0
 0036898    0011000000001000000000101000000      0003     1
 0036899    0000000000000000100000101000010      0006     1
 0036900    0001000100010000100000100000000      0001     0
 0036901    0000000001000000000011100001000      0003     1
 0036902    1000010000000000100010100000000      0002     0
 0036903    1000000010000000001010000000010      0001     0
 0036904    0000000010000000100000100000010      0008     1
 0036905    0000000010000000010110000000000      0001     0
 0036906    0101000000000011000010010100000      0001     0
 0036907    0000000100001001000011010000000      0001     0
 0036908    0000000000000000000010001010100      0001     0
 0036909    0000000010000010000011010010000      0001     0
 0036910    0000000000000001000011000001000      0002     0
 0036911    0001100000000001000010010000100      0001     0
 0036912    0000000010101000100000110000000      0001     0
 0036913    0000100000001000001000110010000      0001     1
 0036914    0001000000000000000010010000100      0001     0
 0036915    1001010000010000100000010000000      0001     1
 0036916    0000000100110000000010010001000      0001     0
 0036917    0000010000001000000000110000010      0002     0
 0036918    0001000010100000100000010000000      0002     0
 0036919    1011000000000000010011110000000      0006     2
 0036920    1000000000001000000010110100000      0003     1
 0036921    0001000000001001000000011000010      0001     0
 0036922    1001010000000000000000110100000      0003     1
 0036923    0101000000010000000001110000000      0001     0
 0036924    0000000010000000001000110001000      0004     1
 0036925    0110001000000000000010110000000      0002     2
 0036926    0111000100001000000010010000000      0001     0
 0036927    0001000000100000101000010000000      0002     0
 0036928    0000010000001000100010010000000      0001     0
 0036929    1000100000000000001000110000000      0001     0
 0036930    1001000000000010100010010000000      0001     1
 0036931    0000000000011010100000110000000      0001     0
 0036932    1001000000000001000101110000000      0002     0
 0036933    0000000110000000000011000000000      0001     0
 0036934    0000010000010100000000110000000      0002     0
 0036935    0101001000010000000010000000000      0001     0
 0036936    0000000000010000011010000000000      0001     0
 0036937    0000000001000000010100000000000      0001     0
 0036938    0001001000000000000010100000000      0003     1
 0036939    1010000000000000000000000101010      0001     0
 0036940    0010000000010000000010010001000      0001     0
 0036941    0001000000001100000000100001000      0001     0
 0036942    0100000000000010001000110000000      0003     1
 0036943    1000000010000000000001010010000      0001     0
 0036944    0101000000000100100000010000000      0002     0
 0036945    0101000100010000000000010000000      0002     0
 0036946    0001000100000000010100010000000      0002     0
 0036947    0000000000001000100000110110000      0001     0
 0036948    0000000010000000100000110001010      0001     0
 0036949    0000001110000001000010010000000      0001     0
 0036950    1001000000000010000000010100010      0001     0
 0036951    1000000000000000001000110000000      0002     0
 0036952    0011010000000000000000011011000      0001     0
 0036953    0001000000100110000001110000000      0001     0
 0036954    0000000000011000010000110000000      0003     1
 0036955    1001000010000010000010110000000      0002     0
 0036956    0001000100010000000000001000010      0001     0
 0036957    0000000000010000000011000000010      0002     0
 0036958    0000000000000010100000110000010      0003     1
 0036959    0000000010000000001000000000010      0004     0
 0036960    1000100000000000000010001000010      0001     0
 0036961    0000000000000000001011000000010      0001     0
 0036962    0000000000000001001000010100000      0002     0
 0036963    1000000000000000001010011000000      0001     1
 0036964    0100000000000100001010000000000      0001     0
 0036965    0100000000001000000111000000000      0001     0
 0036966    0000100000001001000000000000000      0001     0
 0036967    0001000100000000101000010000000      0001     1
 0036968    0001000100000000000100011000000      0002     0
 0036969    0001000001000000000001010100000      0002     0
 0036970    1000010000000000100001010000000      0002     0
 0036971    0111000000000000100000010001000      0001     0
 0036972    0001000000001100000000010001000      0001     0
 0036973    0100000001100000100000010000000      0001     0
 0036974    0001000001110000000000010000000      0001     0
 0036975    0100000010000010000000110000000      0002     2
 0036976    0110000010010000000100010000000      0001     0
 0036977    0001010100001000010000010000000      0001     0
 0036978    0100010100000000000000100000000      0001     0
 0036979    0101000000000000000110100010000      0001     1
 0036980    1001100000001000000000110000010      0001     0
 0036981    0000010000001000000000100001010      0001     0
 0036982    0001010000001000000100100000000      0002     0
 0036983    0000010000000001000000110100000      0003     1
 0036984    0001000000100100000000100000010      0002     2
 0036985    1010000000100000000001100000000      0006     2
 0036986    0001100000100000000000101001000      0001     1
 0036987    0000001000001000010000100000010      0001     0
 0036988    0101000000000110000000100000000      0001     0
 0036989    0110000000000000000010101000000      0002     0
 0036990    0101000000000100000000101000000      0002     0
 0036991    0001000010010000000010111000000      0001     0
 0036992    0001001010010000000000100000100      0001     0
 0036993    1000010000101000000010100000000      0001     0
 0036994    0011000010000000000000110010000      0002     0
 0036995    0101000100000000001000100000000      0001     0
 0036996    1111000000000000000001110000000      0003     1
 0036997    0001000000100000000000111001000      0001     1
 0036998    0001000100100000000000101000000      0002     0
 0036999    1001000000000000001011110010000      0004     1
 0037000    0000000000000001100000110100000      0003     1
 0037001    0101000000101000000000100010000      0001     0
 0037002    0001101000000000010001100000000      0001     0
 0037003    0001100000100000000100100000000      0001     0
 0037004    0001100010000000000000100100000      0002     0
 0037005    0001001000100000000000110000010      0001     0
 0037006    0000000000100010010000110000010      0001     0
 0037007    0000000000000000000000111100010      0004     1
 0037008    0000000000001000101100100000000      0001     0
 0037009    0100000001000000000000111000000      0004     1
 0037010    1001010000000000000010110101000      0001     1
 0037011    1000000000100000010010100001000      0001     0
 0037012    0100000000000000110100110000000      0002     0
 0037013    0010000000000000000101110000010      0001     0
 0037014    0001000000000000000000101110000      0002     0
 0037015    0100000000001100000000110000010      0001     0
 0037016    0000000000000010000011100010000      0005     1
 0037017    0000000001011000000000110000000      0003     1
 0037018    0101000000000000000000100101100      0001     0
 0037019    0001000101000000110000100000000      0001     0
 0037020    0001000000000000101001110010000      0001     0
 0037021    0000100000000000100000110010010      0001     0
 0037022    0001100001001000000001110000000      0001     0
 0037023    0111000000100000000000100000000      0003     2
 0037024    0000000100001000000010100100000      0001     0
 0037025    0001001000000000110010100000000      0001     0
 0037026    0001000010001000000000101000000      0002     0
 0037027    0000000000000000000011100110000      0005     2
 0037028    1000000010001000100010100000000      0001     0
 0037029    0001100000000000000000101010010      0001     0
 0037030    0100000000000000001100100000000      0007     0
 0037031    0001000001010000000001101000000      0001     0
 0037032    0000000010000000100000100100010      0001     0
 0037033    0101000000000100100000100000000      0002     0
 0037034    1100000000000100000011100000000      0001     0
 0037035    1001001000010000000010100000000      0001     0
 0037036    0101001000000000000000100000100      0002     0
 0037037    0100000100000000000010101000000      0002     2
 0037038    0001000000001000000000110110000      0001     1
 0037039    0101000010100000000000100000000      0001     0
 0037040    0001001000001010000010110000000      0001     0
 0037041    0000000100100000000010100001000      0002     0
 0037042    0000010000000100000011110000100      0001     0
 0037043    0001011100000000000000101000000      0001     0
 0037044    1101000000000000000000101100000      0001     1
 0037045    0001010000000000000100100010010      0001     0
 0037046    0100000000000001100000100000010      0001     0
 0037047    1001000100000010000010100000000      0003     1
 0037048    0000000000000000000111110100010      0001     0
 0037049    1001010000000000000000100000010      0003     1
 0037050    0001001000000100001000100010000      0001     0
 0037051    0000000000100000000011101100000      0001     0
 0037052    0010000001000000000010100001000      0002     0
 0037053    0000000000000110000001111000000      0001     0
 0037054    0000000000011100000000110001000      0001     0
 0037055    0000000000010000100000101011000      0001     0
 0037056    0101010000100000000000100000000      0002     0
 0037057    0000100011000000010010110000000      0001     0
 0037058    0000001000000010000000110101000      0001     0
 0037059    0100000000000000010000100100000      0008     2
 0037060    0000000000000100100010110000100      0001     1
 0037061    0000010000010000000000110001010      0002     0
 0037062    0011000000000000010000101100000      0001     0
 0037063    1001000000000000000000110001010      0003     1
 0037064    0000010000001000000011100000000      0004     1
 0037065    0010000101000000000010101000000      0001     0
 0037066    0001010100100010000000100000000      0001     0
 0037067    0111000000010000000010100000000      0001     0
 0037068    1110001000000000000000100000000      0001     0
 0037069    1011010000000000100000100000000      0001     0
 0037070    0000000011000000000000110100000      0003     1
 0037071    0001010100001000000000100000000      0002     0
 0037072    0101000010000000000000100001000      0002     0
 0037073    0000000000100001000000110100010      0001     0
 0037074    0001000010001000010000100000000      0002     0
 0037075    0000100000000000000000111100000      0003     1
 0037076    0010010000000001000010110000000      0001     0
 0037077    0000000100000010100001110000000      0001     0
 0037078    0100000000000100000100110000000      0001     0
 0037079    0000000000000000000000111000110      0001     0
 0037080    0001000001001001000000100010000      0001     0
 0037081    0101000000000000000000110101000      0001     0
 0037082    0011000000000000010000100100000      0004     2
 0037083    0000100000000000101000110000000      0002     0
 0037084    0101010000000000000000100100000      0002     0
 0037085    1001000000100000000100100000000      0002     0
 0037086    1000000000000000000110101000000      0004     1
 0037087    0101010000000000010000100100000      0001     0
 0037088    0001000010000000001000100100000      0002     0
 0037089    0000001001000000100000110001000      0001     0
 0037090    0011100000000000000000100100000      0002     0
 0037091    0001000100010000100000110000000      0001     0
 0037092    0001000101100000000000100000000      0002     0
 0037093    0000010000100010001000110000000      0001     0
 0037094    0001000000100000100000100100000      0002     0
 0037095    0010000100010010000000100000000      0001     1
 0037096    0001000000110000000000100000100      0001     0
 0037097    0000100010000100000000110001000      0001     1
 0037098    0001010000010000010000100010000      0001     1
 0037099    0000000001001000010000110000010      0001     0
 0037100    0011000100000000001000101000000      0001     0
 0037101    0101000000000000000010100000100      0002     0
 0037102    1101000000100000001000100100000      0001     0
 0037103    0001000000001000001000100000100      0001     0
 0037104    0001000000010010100000100001000      0001     0
 0037105    0001100000000010100000100010000      0001     0
 0037106    0001000000010100000010110000000      0004     2
 0037107    0001110000000000000010100000000      0004     1
 0037108    0000100000100000000000111000000      0003     1
 0037109    0100001000000000100010101000000      0001     0
 0037110    0011000011000000000000100001000      0001     0
 0037111    0111100000000000000000100001000      0002     0
 0037112    0001000000000000000100101100000      0001     0
 0037113    0100000000000000010010100100000      0001     0
 0037114    0001010000000100100001100000000      0001     0
 0037115    1101100010001000000000100000000      0001     0
