
Search Tree T:

Address   Features                             T_F    N_final
 0004127    0000000000010000100100010000000      0003     0
 0004128    1000000001000000000001000000000      0011     1
 0004129    1000000000000001000100000010000      0001     0
 0004130    0000100000100000000000011000000      0006     1
 0004131    0000100000100000010100000000000      0001     0
 0004132    1000000010001000000010000000000      0002     0
 0004133    1000001000000001000000000000000      0011     2
 0004134    1000000000000010000100110000000      0005     1
 0004135    0001000000001000000010000000100      0002     0
 0004136    0000000000000000010000100000000      0014     1
 0004137    1000001000001000100000000000000      0001     0
 0004138    1000100000000010000000000000000      0008     2
 0004139    0000000000000000000011011000000      0008     2
 0004140    1000000000100000100000100000000      0011     2
 0004141    0001000000000000100000000100100      0001     0
 0004142    0011000000000000000000011000000      0009     1
 0004143    1000000000000000000000001000100      0010     1
 0004144    0011100000000001000000000001000      0001     0
 0004145    0000000000001000000001001000000      0009     1
 0004146    0001000000000000000000101000010      0012     2
 0004147    0000000000100000000001010000010      0008     1
 0004148    0000000000010000000001010000100      0004     0
 0004149    0100000000100000000001000000000      0007     1
 0004150    1000000000000000000101000000000      0011     2
 0004151    1000100000100000000000000000000      0011     2
 0004152    0000100000101000000010000000000      0001     0
 0004153    0000000000100000000000111000010      0005     2
 0004154    0010000100000000000000000000010      0010     2
 0004155    1000000000000000000001000010000      0013     2
 0004156    0000100000000000000000001010000      0008     2
 0004157    0000000000010000000000110010000      0013     2
 0004158    0001000000000000000001010000000      0005     1
 0004159    0000000100100010000000010000000      0007     2
 0004160    0100100000000000000000010001000      0008     1
 0004161    0000001100000000000000110000000      0012     2
 0004162    0000100000000000000001011000000      0005     0
 0004163    0001000000000000000000000001100      0012     1
 0004164    0001010000000000000100000000000      0012     2
 0004165    0000000001100001000000001000000      0001     0
 0004166    1000100000100000000000000000100      0001     1
 0004167    1001000000000000000010111000000      0012     2
 0004168    0000100010100000000000010000000      0003     0
 0004169    1000000010000000001000000000000      0010     1
 0004170    0001000010000000000000000000100      0012     2
 0004171    0000000000000000000001110010000      0014     2
 0004172    0000000000000000001010010000100      0003     1
 0004173    1001000000001000010000000000000      0001     0
 0004174    1001000000000000010000100000000      0012     2
 0004175    1000000000010000000001000000000      0012     2
 0004176    0000000000000010000000011010000      0008     1
 0004177    1001000000000000010010010000000      0005     2
 0004178    0101000100000000000000000100000      0001     0
 0004179    0001110000100000000000000000000      0003     2
 0004180    1000000000000000000000100010010      0008     2
 0004181    1001101000000000000000000000000      0004     0
 0004182    0000000000100100000001000000000      0009     2
 0004183    0000000100001000000100000000000      0001     0
 0004184    1000000000000000000001000100000      0011     2
 0004185    0000000000001010000011000000000      0002     0
 0004186    1010000000000001000010000000000      0007     0
 0004187    1010000000000000000000000010000      0012     2
 0004188    0000000000100000001001000001000      0001     0
 0004189    1000100000010000000000000000000      0011     2
 0004190    1000000010000000000000000100000      0010     2
 0004191    0001000100001000000000000001000      0003     0
 0004192    1000100010000000000000000000000      0010     1
 0004193    0001000000010000000000000001100      0002     0
 0004194    0000100000000000000000100000000      0015     2
 0004195    0000000000000010100010011000000      0001     0
 0004196    0000000100000000000000110000010      0013     1
 0004197    0010000000100000000000001000000      0012     2
 0004198    0010000000100001000000000001000      0001     0
 0004199    1001000000000000000100001000000      0003     0
 0004200    0000000100000000000000100000000      0013     2
 0004201    1000000000000000000000000001010      0009     2
 0004202    1001000000000000000000010001000      0008     2
 0004203    0000000000100000000100000100000      0008     2
 0004204    1000000000100000000000001100000      0001     0
 0004205    0000010000010100000000010000000      0002     0
 0004206    1000000000000000000000110000100      0014     1
 0004207    1000000000000000000000000110000      0013     2
 0004208    1000000000100010000000010000000      0006     2
 0004209    0110001000100000000000000000000      0001     0
 0004210    0000000000000011000010000000000      0013     2
 0004211    0001010000000000011000000000000      0002     0
 0004212    0000010000000000000000100000000      0018     1
 0004213    1000000000010000000000000000010      0009     1
 0004214    0001000000000000000100011000000      0008     2
 0004215    1000000000000000000110011000000      0002     0
 0004216    0001100000000010000100000000000      0001     0
 0004217    0011000000001000000000000100000      0003     0
 0004218    0000000000000010000000001100000      0007     1
 0004219    1000000000100000000000000001010      0001     0
 0004220    0000000000000000001000110000010      0012     2
 0004221    0100000000000000001000111000000      0004     1
 0004222    0000000000000000000000011010010      0008     1
 0004223    1000000010000000000101000000000      0001     0
 0004224    1000100000000000100000000000000      0010     2
 0004225    0000000000010011000010000000000      0001     0
 0004226    0001000000000001000010010000000      0010     2
 0004227    1000000000000001000000000100000      0011     2
 0004228    0001000010110000000000000000000      0001     1
 0004229    0001000000000000000001010010000      0009     2
 0004230    0001010000000000000100011000000      0002     0
 0004231    0001010010000001000000000000000      0001     0
 0004232    0001000000000000000100101000000      0012     2
 0004233    0001000000000000000110000000010      0003     0
 0004234    1000000000100000100100000000000      0001     0
 0004235    0001000000000000010100000000000      0011     2
 0004236    0000000000100100000000001000000      0008     1
 0004237    1000100100000000000000000000010      0001     0
 0004238    0001000000010000100000100000000      0010     2
 0004239    1010000000000000000000001000000      0013     2
 0004240    0000000100000010000000110000010      0003     1
 0004241    0000000000101000101000000000000      0001     0
 0004242    0000000100100100000000001000000      0001     0
 0004243    1000000000000000100000001000000      0010     2
 0004244    0001001000000100000010010000000      0005     2
 0004245    0011000001000000000000000001000      0003     2
 0004246    0001000000000010100100000000000      0002     0
 0004247    0001000000000001000100000000000      0011     2
 0004248    1000000000000000000100001000000      0010     1
 0004249    0000000000000000001000010000000      0013     2
 0004250    0001100000000000000000000000100      0011     2
 0004251    1001000100000000000000110000000      0007     1
 0004252    0100000100000000000000000010010      0001     0
 0004253    1000000000000000000010010000010      0009     2
 0004254    1000000010000000000000001000000      0010     2
 0004255    0000000000010100000000100000100      0005     0
 0004256    1000100000010000000000000000100      0001     0
 0004257    0001000000011000000000000000000      0013     2
 0004258    0000000000000010100000100000000      0065     3
 0004259    0000010000000000100110000000000      0001     0
 0004260    0001000000001010000001000000000      0002     0
 0004261    0010000000000000000001110000000      0015     2
 0004262    1000000000000000010000000010000      0012     2
 0004263    1001000000000000000000010100010      0003     1
 0004264    1000010000000000000010010000000      0009     2
 0004265    0001000000000000000011100000000      0016     2
 0004266    0000000000000000100001110000000      0015     2
 0004267    1000000000000000010000110000000      0013     2
 0004268    0000000000000000100010000100000      0012     2
 0004269    0000010000100000001000000100000      0001     0
 0004270    0000000010010000000000100000000      0068     3
 0004271    1001000100000000000000100000000      0012     2
 0004272    1010000000000000000010010000000      0009     1
 0004273    0101000000000000000001010000000      0010     1
 0004274    1110000000001000000000000000000      0002     0
 0004275    0001100000000000100000000001000      0002     0
 0004276    0000000000000010000001001000000      0007     1
 0004277    0000000010100000010000100000000      0008     2
 0004278    0000000000100100000000001000100      0001     0
 0004279    0000000000010000000000110000010      0013     2
 0004280    0001000001000000100000000000000      0014     1
 0004281    0001000100000000000011110000000      0008     2
 0004282    0000000010100000000010000010000      0003     0
 0004283    1001000000000000000000110000010      0008     2
 0004284    0100000000100000000011000000000      0002     0
 0004285    1000000100100000000000010000000      0009     2
 0004286    1010000000000000000001000000000      0015     2
 0004287    0000000000000010010000100100000      0008     2
 0004288    1001000000000000000000100000010      0013     2
 0004289    1000000000001001000000000000010      0001     0
 0004290    1000000010100000000000010100000      0001     0
 0004291    1000000100000000000000100100000      0009     2
 0004292    1000001000000000000000000011000      0001     0
 0004293    0000000100000000000000111000000      0013     2
 0004294    0001000001000000000000011000000      0006     1
 0004295    0000100100000000000000110000000      0012     2
 0004296    1001000000000000000010010001000      0006     2
 0004297    0000000000100000000001001000100      0001     0
 0004298    0000000101000000000000001000000      0007     2
 0004299    1000000000000000000000000011000      0012     2
 0004300    0000000000000000000010011000010      0010     1
 0004301    0000000000000001000001110000010      0006     1
 0004302    1000000001000100000000000000000      0011     1
 0004303    1000000000100000000100010000000      0006     1
 0004304    1000000000010100000000000000000      0010     2
 0004305    0010000000100000011000100000000      0001     0
 0004306    0001000000000000001100000010000      0003     0
 0004307    0011100000000000000000000100000      0003     0
 0004308    1001000010000000001000000000000      0003     0
 0004309    0000000000001010000010010000000      0005     0
 0004310    0000000000100000000010100000010      0010     2
 0004311    0001000010000000100000000001000      0002     0
 0004312    0001001000010000000000000000000      0014     2
 0004313    1000000000010000000000101000000      0010     2
 0004314    0100100000000000000000010000000      0001     0
 0004315    0001000000001100000000110000000      0007     1
 0004316    1000000100000000000000001000000      0011     2
 0004317    1001000010000000000000010000000      0008     2
 0004318    0010001000100000000000000000000      0011     2
 0004319    0000000000100010000000110000000      0002     2
 0004320    0000000010010000000001100000000      0010     2
 0004321    0000001000100000001000000000000      0009     2
 0004322    1000000001000000000000000001000      0011     2
 0004323    1100000001000000000000000100000      0001     0
 0004324    0001000000000000000000010100010      0010     2
 0004325    1000000000000000000000001100000      0011     2
 0004326    0000000000100001000000010100000      0003     0
 0004327    1100000000000000001001000000000      0001     0
 0004328    1000000000100000001000010000000      0006     1
 0004329    0010001010100000000000000000000      0002     0
 0004330    0001100000000000000000000000000      0005     2
 0004331    1000000000100000000001000010000      0006     0
 0004332    0000010000100000000000000001000      0011     2
 0004333    1000000000000000000000001001000      0011     2
 0004334    0000011000000000000000010000100      0007     1
 0004335    0010000000000001000000111000000      0004     1
 0004336    0000000000100000000000101001000      0011     1
 0004337    0001000010000000000000101000000      0011     2
 0004338    0000000000110000010000000000000      0007     1
 0004339    0000000000000000000000110001010      0013     1
 0004340    1000000000001000000000000001010      0001     0
 0004341    1001000000000010000000111000000      0002     0
 0004342    1000000000000000000001001100000      0001     0
 0004343    1000100000000000000000001000000      0010     2
 0004344    0000001000000000000100010000000      0001     0
 0004345    0001010000001000000000100000000      0011     2
 0004346    1000010000000000010000000000000      0011     2
 0004347    0001010000000000000000000001100      0003     0
 0004348    0000000110100000000000000000100      0001     0
 0004349    1000010000000000000000000000010      0011     1
 0004350    0100000000000000000001110000000      0015     2
 0004351    0000000000000000001000110001010      0004     1
 0004352    0000010000000000000000110000010      0012     2
 0004353    1000000000000000010000000001000      0010     2
 0004354    1000000100100000000000100000000      0009     2
 0004355    1010000000000000000001001000000      0002     0
 0004356    0001000010010000100000000000000      0001     0
 0004357    1000000000000100000010000001000      0004     0
 0004358    0000110000000000000010001000000      0001     0
 0004359    0001010000000000000000100000010      0012     2
 0004360    1000010000100000100000000000000      0001     0
 0004361    0000100000100000000001000000000      0007     2
 0004362    0000000000100000010000000100000      0007     1
 0004363    1000000100000000010000000000000      0011     2
 0004364    0000000000000000000100110000010      0014     1
 0004365    0000000001000000001000001000010      0002     0
 0004366    1000000000000001000000010000010      0004     1
 0004367    0000000001100001000010000000010      0001     1
 0004368    0000000000000000010001000000010      0008     1
 0004369    0000000000000000001011000000000      0014     2
 0004370    1000000000000000000001010010000      0009     2
 0004371    1000000010000000000001000000000      0011     2
 0004372    1000000000000000000010010000100      0006     1
 0004373    0001000000000000000010011000010      0005     2
 0004374    1000001000000100000001000000000      0003     2
 0004375    0011000000010000001000000000000      0003     0
 0004376    0001000000000010000000000000010      0001     0
 0004377    1000000000001000000000100000000      0004     0
 0004378    1000000000000001000001000000000      0011     2
 0004379    0001000000000001000000000000100      0012     1
 0004380    0000000010100000000000000001010      0001     0
 0004381    0001000000000100000000000001010      0001     0
 0004382    0011000000001000000000000000010      0004     0
 0004383    1000000000000000000001000001000      0012     2
 0004384    0001000000000010010100000000000      0001     0
 0004385    0000010000000000000010011000000      0008     1
 0004386    0000000000001000000101001000000      0001     0
 0004387    0000000000000000010000010000110      0004     0
 0004388    1010100000000000000000000000000      0012     2
 0004389    1000000000010000000000000001000      0013     1
 0004390    0000000000010010000000001000000      0004     1
 0004391    0001000000010000010000000100000      0002     0
 0004392    0000000000110000000000001000000      0008     1
 0004393    0000000000010000000000010000000      0014     2
 0004394    0000000000000000000110110010000      0006     2
 0004395    0000000010000000000000110000010      0015     1
 0004396    1010000000001000000000000000000      0011     2
 0004397    1000000010001000000000000000000      0010     1
 0004398    1000010010000000000000001000000      0001     0
 0004399    0001000010000000110000000000000      0002     0
 0004400    1000010010000000000000000001000      0001     0
 0004401    1000000000100000000000101000000      0011     2
 0004402    1000000000000000011000000000010      0001     0
 0004403    0011000000000000010000000000000      0014     1
 0004404    0000000000000001010000001000000      0008     0
 0004405    0000000000100001010000001000000      0001     0
 0004406    0000000000000010000010101000000      0011     2
 0004407    0000000000101000000000000000010      0009     1
 0004408    1000000000000000000000000100010      0010     2
 0004409    1010000000000000100000000001000      0003     0
 0004410    0001000000000100000000000000100      0010     2
 0004411    0100000000000000000001001000000      0007     2
 0004412    1000001100000000000000001000000      0001     0
 0004413    1000000010000000000000000001000      0011     2
 0004414    1000000110000000000000000000000      0012     2
 0004415    0100000010100000010000000000000      0001     0
 0004416    0000100000000000001010000000000      0011     2
 0004417    1000000000000010000010000000100      0002     0
 0004418    1000000000000010000100000000000      0009     1
 0004419    1010000000000000000000000100000      0013     2
 0004420    1000001010000000000000000000000      0012     2
 0004421    0001000000000010000001010000000      0008     1
 0004422    1000000000000001000001000000100      0001     0
 0004423    0000010000100000001000000000000      0008     1
 0004424    1000000001010000000000001000000      0001     0
 0004425    0100000000100000010000000000000      0007     0
 0004426    1000000010000000000010010000000      0009     1
 0004427    1000001000000000000000000000010      0013     2
 0004428    1000100000000000010000000000000      0010     2
 0004429    1000000100001000000000000000000      0011     2
 0004430    0000000010100010000010000000000      0001     0
 0004431    1000000000000000010100000001000      0001     0
 0004432    0000000000001001000010011000000      0001     0
 0004433    0000010000101000000000000000000      0008     1
 0004434    0000000000100000001000000000010      0009     1
 0004435    1000000010000000000000000010000      0012     2
 0004436    0000001100100000010000000010000      0001     0
 0004437    1000000000000000000100000010000      0012     2
 0004438    0000000000000000000001110000110      0005     2
 0004439    1000000000010000000000000110000      0001     0
 0004440    1000000100000000011000000010000      0001     0
 0004441    1100000000000000000000000010000      0012     2
 0004442    0001000000001000000000011000000      0009     1
 0004443    0001000000000010001000000000000      0012     2
 0004444    1000000001010000000000000000000      0010     2
 0004445    1100000001000000000000000000000      0011     1
 0004446    0110000000100000010000000000000      0001     0
 0004447    0011000000001000000100000000000      0003     0
 0004448    0000000000100000000100110010000      0004     1
 0004449    1001000100000000000000010010000      0006     1
 0004450    0000000000000000000011010000010      0008     2
 0004451    0000000100101000000010010000000      0002     0
 0004452    1000001000000001000000000000010      0001     0
 0004453    0000001000101000000000000001000      0001     0
 0004454    1000000000000010000000011000000      0005     0
 0004455    1000000000000000010000110100000      0005     1
 0004456    0000000000000000000010100010010      0011     1
 0004457    0000000000010000010010011000000      0001     0
 0004458    0000000000000100010010010000000      0007     2
 0004459    1000000001001000000000000000000      0009     2
 0004460    0000000000000100000110001000000      0001     0
 0004461    0000000000000000100010000000010      0001     0
 0004462    1000000001000000010000000000000      0009     2
 0004463    0001000100100100000001000000000      0001     0
 0004464    0001000000010000000000001010000      0003     0
 0004465    1010000000000000000000000000010      0012     2
 0004466    1010000000000001000000000100000      0001     0
 0004467    1000001000000000000000010010000      0008     2
 0004468    1000010000000001000000000000000      0011     2
 0004469    0100000000000100000000011000000      0005     0
 0004470    0000000000000001000000110100010      0004     1
 0004471    0000001000000100000010001000000      0001     0
 0004472    1000010001000000000000000100000      0001     0
 0004473    1100000000000011000000000000000      0001     0
 0004474    1000010001000000000001000000000      0001     0
 0004475    1001001000000001000000000000000      0003     2
 0004476    1000100000001000100000000000000      0001     0
 0004477    1000000000000000100001000100000      0001     0
 0004478    0000100000110000010000000000000      0001     0
 0004479    0011000000110000000000000000000      0002     0
 0004480    0000000000000000010000010001010      0003     1
 0004481    0000000000000000000011110010000      0008     1
 0004482    1000000011000000001000000000000      0001     0
 0004483    1000000000000001001000010010000      0001     0
 0004484    1000000001000000001000000000000      0009     2
 0004485    0000000000010000000001110010000      0007     2
 0004486    0000000000000100001000001000000      0005     1
 0004487    1000000000000000000001000000010      0011     2
 0004488    1000010100000000000001000000000      0001     0
 0004489    1000000100001000000001000000000      0001     0
 0004490    0011000000000000000000000001010      0003     0
 0004491    1000000100000000001000000000000      0012     1
 0004492    1000000000000010010000000000000      0010     1
 0004493    0000000000000000001000110100010      0004     1
 0004494    0000000100000000000100001000010      0001     0
 0004495    0000001000000000000010011000000      0007     1
 0004496    0000001000000000010000001000000      0009     2
 0004497    1000001000000000000000100000100      0010     2
 0004498    0000000000100000000000000001010      0010     2
 0004499    0001001000000000000000011000000      0009     2
 0004500    0001010000010000000000000000010      0003     1
 0004501    0000000100000000000010101000000      0011     1
 0004502    0000000000101000100000001000000      0001     0
 0004503    0001000000000000000001010100000      0011     2
 0004504    1000000000000000000001001000100      0001     0
 0004505    0001001000010000000010000000000      0005     0
 0004506    1000001000010000000001000000000      0002     0
 0004507    0001000000010000000000000100100      0001     0
 0004508    1000000000001100000000000000000      0010     1
 0004509    1000000001000000001001000000000      0001     0
 0004510    0100010000100000000000000000000      0008     1
 0004511    0000010001100000000100000000000      0001     0
 0004512    0000001000001000000000110000010      0004     1
 0004513    0001001000000000000001010000000      0009     2
 0004514    0001000000000000100000001000100      0003     0
 0004515    1000001000000000000001110000000      0008     2
 0004516    0000100100000001000000010000000      0005     0
 0004517    1010001000000000000000001000000      0002     0
 0004518    0000001000001000000000001000000      0006     2
 0004519    1100000000000000001000000000000      0010     1
 0004520    0001000001000000000011100000000      0008     2
 0004521    0000000100000000010000100000000      0001     0
 0004522    1010000000000000000000011000000      0009     2
 0004523    0001000100000100000110000000000      0001     0
 0004524    1100000001000000000000110000000      0007     1
 0004525    0000000010100000000000001000000      0008     2
 0004526    1000000001000100000100000000000      0001     0
 0004527    0000000000000000001000110010010      0004     1
 0004528    0001000000010000000100000000000      0012     2
 0004529    0001000000000001001000000000100      0001     0
 0004530    0000000000010010000001001000000      0001     0
 0004531    1000000000000100000001100000000      0010     2
 0004532    0000000100100000000001000000010      0001     0
 0004533    1000000010001000001000000000000      0001     0
 0004534    0001101000000000000000000000000      0013     2
 0004535    0101000000000000000001010010000      0005     2
 0004536    1010000000000000000000000001000      0012     2
 0004537    0000000000001010000010000001000      0001     0
 0004538    0000000100000000000001000001000      0011     1
 0004539    0001000000000000000100000001000      0012     2
 0004540    0000000000100000001000000001010      0001     0
 0004541    0001000000000000000001000000100      0001     0
 0004542    1001000000000000000000001000010      0003     0
 0004543    1000010000000000000000100000000      0005     0
 0004544    1000000000001000100000000000000      0009     2
 0004545    1000000000000110000000000000000      0009     2
 0004546    0001000000110000000000010000000      0006     2
 0004547    0001001000010000000010100000000      0006     2
 0004548    1001000000000000010000010000000      0009     1
 0004549    0000000000101000000001000010000      0001     0
 0004550    1000000100000001000000001000000      0001     0
 0004551    1000000000000000010000001000000      0011     2
 0004552    0000000000001000010000010000100      0002     0
 0004553    0001000000000100100010010000000      0005     2
 0004554    0001000000000000110000000000000      0012     2
 0004555    0010000000100000001000010000000      0005     0
 0004556    1000000000000000000000011010000      0008     2
 0004557    1000000110000000001000000000000      0001     0
 0004558    1000000000000001000000000001000      0011     2
 0004559    0000000000100000000001000010000      0011     2
 0004560    0000000000000000100000110000010      0014     2
 0004561    1000000000010000000000000000100      0010     2
 0004562    1100000000000000000000100010000      0010     2
 0004563    0100000000000000000000001000100      0006     1
 0004564    1000000000000000100000000010000      0013     2
 0004565    0000000000000000100010000110000      0002     0
 0004566    0100000000000000100000001000000      0006     1
 0004567    1000000010100000000000000001000      0001     0
 0004568    1000000011000100000000000000000      0001     0
 0004569    0000100000000000001000001010000      0001     0
 0004570    0001000000010001000000010000000      0005     2
 0004571    0000100000110000000000000000000      0007     1
 0004572    0100000010000000000000001000000      0008     1
 0004573    0100000000001000000000001000000      0008     1
 0004574    0100000000000000010000110000010      0005     2
 0004575    1000100000000100000000000000000      0010     2
 0004576    0001000000000001000100000000010      0001     0
 0004577    0000110000000000000000001000000      0008     1
 0004578    1000000100000000100000000000000      0010     2
 0004579    0000000001000000000010000000100      0013     2
 0004580    0101000000000000100000101000000      0001     0
 0004581    1000000000100000000000010000010      0006     2
 0004582    0000100000000010000010110000000      0005     1
 0004583    0001000000000000000000100010010      0011     2
 0004584    1000010000000000010000000010000      0001     0
 0004585    1001000000000000100000110000000      0007     2
 0004586    1000010000000000000000001000100      0002     0
 0004587    0001000000001000010001000000000      0004     0
 0004588    0010000000100000010000000100000      0001     0
 0004589    1000000000000100000010010000000      0006     1
 0004590    0001000010010100000000000000000      0001     0
 0004591    1100000001001000000000000000000      0001     0
 0004592    0001100000000001000000000100000      0001     0
 0004593    1001100000000000000000010000000      0008     1
 0004594    1000100001000100000000000000000      0001     1
 0004595    1000100000000000000000000100000      0012     2
 0004596    0000000000000001000000001010000      0007     1
 0004597    1010100000000000000000001000000      0001     0
 0004598    0000000000100000000010110010100      0001     0
 0004599    0000000000010000000000000010010      0008     2
 0004600    0000001100000000000000001000000      0010     2
 0004601    0011010000000000000000000000010      0002     2
 0004602    0000000000000000000101001000000      0008     1
 0004603    1000000000000000000001001000000      0011     2
 0004604    0100000000000000000001011000000      0009     2
 0004605    1000000100000000000001000000000      0010     2
 0004606    0000000000100000000001000100000      0006     1
 0004607    0000000000110000000001000000000      0009     2
 0004608    0001000000010110000000000000000      0002     0
 0004609    0100001000000000100000001000000      0001     0
 0004610    1000011010000000000000000000000      0001     0
 0004611    0001000100000000000000010000010      0006     2
 0004612    1000000000000000000000011000100      0004     1
 0004613    1000000000000000000011100000000      0013     2
 0004614    0000000100000100000001000000000      0010     2
 0004615    1000000010000000001000011000000      0001     0
 0004616    0000000000000000000001001000010      0009     1
 0004617    0000000001000000000001001000000      0008     1
 0004618    0000000001000001000100100000000      0004     0
 0004619    1000001000000000000000010000010      0007     2
 0004620    1000000100000000000000011000000      0008     2
 0004621    1000001000100000001000000000000      0001     0
 0004622    0110000000000000000000001000000      0012     2
 0004623    1010000000010000000000000000000      0012     2
 0004624    0010000011100000000000000000000      0001     0
 0004625    1000010100000000010000000000000      0001     0
 0004626    1000001000010000000000000000000      0012     2
 0004627    0001000000110000000000001000000      0001     0
 0004628    0000011000100000000000000001000      0001     0
 0004629    0001000000000010000000010000010      0006     1
 0004630    1000000000000010000000000001000      0010     2
 0004631    0000000000000010000000110100000      0015     2
 0004632    0000000000010000000010100000010      0010     2
 0004633    1000000000000010000000000000010      0010     2
 0004634    1000000000000000100001000000000      0011     2
 0004635    0000010000000000000000110010010      0005     1
 0004636    1000000000000000010010010000000      0007     2
 0004637    1000000000000100000000000001000      0012     2
 0004638    1000000000101000000010110000000      0004     1
 0004639    0001000000000000000001100000010      0014     2
 0004640    0000000000000000010001100000010      0011     2
 0004641    0000100010100000000001000000000      0001     0
 0004642    1010000000000000000001000000100      0003     0
 0004643    1000000000000000000000011100000      0010     2
 0004644    0000000010000000000010000100100      0001     0
 0004645    0000000000110000000010010000000      0006     2
 0004646    1000000000010000001000000000000      0010     1
 0004647    0000000100000000000000110100000      0014     2
 0004648    0000000000000010010000001100000      0001     0
 0004649    0001000010000000100000010000000      0009     2
 0004650    0001000000000000100100000000000      0011     2
 0004651    1000000000000100100000000000000      0008     2
 0004652    0000100000000000000001100000100      0008     2
 0004653    0000000000001001000001010000000      0007     1
 0004654    0000100000000000000000001001000      0009     2
 0004655    1010000000000010000001001000000      0001     0
 0004656    0001101000000000000000000010000      0003     0
 0004657    0000001000000000100000011000000      0008     2
 0004658    1000000000000001100000000000000      0010     1
 0004659    1000010000000000100000000000000      0010     1
 0004660    0011000000000000100000000000000      0001     1
 0004661    1000000000100000010000001000000      0002     0
 0004662    1000010000000100000000100000000      0009     2
 0004663    0001000000000000000001010000010      0006     2
 0004664    1000000010000100000000000000000      0010     2
 0004665    0000001000100010001000000000000      0001     0
 0004666    1000001000000000000010010000000      0009     2
 0004667    0001000000000000000000011000100      0007     2
 0004668    0100001001000000000010000000000      0001     0
 0004669    1000000000100000000001000000010      0001     0
 0004670    1000010000010000000000000000000      0009     2
 0004671    1000010000000000010000001000100      0001     0
 0004672    0000010000100000000000001000000      0001     0
 0004673    1000001000000100000000000000000      0012     2
 0004674    1000100000000001000000000000000      0009     2
 0004675    0001000001010001000010000000000      0001     0
 0004676    0001000000000000000100100000100      0011     2
 0004677    0010000000000000000100001000000      0009     2
 0004678    0000000000100000000110000100000      0001     0
 0004679    0000000100000000000100000000010      0008     2
 0004680    1010000000000000000100000010000      0001     0
 0004681    1000001010000000000000000100000      0001     0
 0004682    0000000000001000000010000000010      0014     2
 0004683    1000000000000000000100000000010      0010     2
 0004684    1100000000000000010000000000010      0001     0
 0004685    0000000000100001000000000000010      0008     1
 0004686    1000000000101000000000010010000      0001     1
 0004687    1100000000000010000000000000000      0009     2
 0004688    1000000000001010100000000000000      0001     0
 0004689    0100000000001000000010001000000      0001     0
 0004690    0000000000001000001010000000000      0012     1
 0004691    0000001000000000001011000000000      0003     0
 0004692    0011000000011000000000000000000      0002     0
 0004693    1000000000000010000100001000000      0001     0
 0004694    1000000010000000000000001010000      0001     0
 0004695    1000000000000010000000000000100      0009     2
 0004696    1000000000000000100000000000100      0009     2
 0004697    1010000010000000000000000010000      0001     0
 0004698    0000100000000000001010000001000      0001     1
 0004699    0000100000100000000000000000010      0009     2
 0004700    1000010000000001001000000000000      0001     0
 0004701    1000000110000000000000001000000      0001     0
 0004702    1000100000000000110000000000000      0001     0
 0004703    0000000000000100000001110000000      0015     2
 0004704    1000000000000000000001011000000      0009     2
 0004705    1010000101000000000000010000000      0002     0
 0004706    0000001000001000000000011000000      0006     1
 0004707    0000000000000000000000100001000      0018     2
 0004708    1000000000000000000001010000010      0009     2
 0004709    0010000000000000000001001000000      0011     2
 0004710    0010000000010000000000110000010      0006     1
 0004711    1010000000000010000000000000000      0009     2
 0004712    0010000000100000000000000110000      0001     0
 0004713    1100100000000000000000000000000      0009     2
 0004714    0001000100010000000000001000000      0001     0
 0004715    0010000100000000000000000100010      0001     0
 0004716    0000001101000000000000001000000      0001     0
 0004717    0000000000000010000001000010000      0010     2
 0004718    0000000001000000000000001010000      0008     2
 0004719    0000000000100100010000000000000      0007     2
 0004720    1000000000000001000001010000000      0009     2
 0004721    0010000000000000000000111001000      0007     1
 0004722    1000000100000010000000000000000      0011     2
 0004723    0001000000100000000001010000000      0009     2
 0004724    0000000000100000000001011000000      0008     2
 0004725    0000001000100000000001000001000      0001     0
 0004726    0001000100000000000001010000000      0008     2
 0004727    0000000100000000001001110000000      0006     1
 0004728    0000000100000001000000000000010      0008     2
 0004729    0000010010000000000001000000000      0007     1
 0004730    1010000000000000000000010000010      0008     2
 0004731    0010000000100001000000010000000      0006     1
 0004732    0001000001000000100001010000000      0003     1
 0004733    0011000000000000000001110000000      0009     2
 0004734    1000100000000000000010010000000      0008     2
 0004735    1000000000010000000000011000000      0005     1
 0004736    0001001000000000001000000000000      0001     0
 0004737    0001000000000000001001100000000      0013     2
 0004738    1000000010000000000000000000010      0010     1
 0004739    1000100000000100000000000100000      0001     0
 0004740    1000000000011000000000000000000      0009     1
 0004741    0000000000010000000001000000010      0008     2
 0004742    1000010000000000010000000000010      0001     0
 0004743    1001000000000000000000100010000      0014     2
 0004744    0000010000000000000000101000000      0001     1
 0004745    0000010000100000001010010000000      0001     0
 0004746    0000000000000000010001010000010      0005     0
 0004747    0000000000000000010001001000000      0007     1
 0004748    0000000000001000010001001000000      0001     0
 0004749    1000000000001000011000000000000      0001     0
 0004750    0000000000000000010001000001000      0010     1
 0004751    1000000000000000101000000000010      0001     0
 0004752    0001000001010000100000000000000      0002     0
 0004753    0000000010000000100001010000000      0007     2
 0004754    1000001000000000100001000000000      0002     0
 0004755    0000000000001000000001110100000      0006     2
 0004756    0000000000000000000011010100000      0008     2
 0004757    0001000100000000000000101000000      0012     2
 0004758    0000001000000000000000001010000      0011     2
 0004759    0000000000000000000000000110010      0008     2
 0004760    0000100000100000100000000000000      0006     2
 0004761    0000000000010000100000001000000      0007     1
